folio,en_2010,en_eval_2010,en_2012,en_eval_2012,en_2017,en_eval_2017,en_2024,en_eval_2024,n_rondas,patron_participacion,muestra_origen,sexo,sexo_consistente,muestra_2012,fexp_encP_2012,fexp_testP_2012,espanel_2017,fexp_hogP_2017,fexp_encP_2017,fexp_evaP_2017,fexp_encP_1217_2017,fexp_evaP_1217_2017,fexp_encP_1017_2017,fexp_evaP_1017_2017,f_exp_1024,f_exp_101224,f_exp_101724,f_exp_10121724
660381,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660391,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660401,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660441,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660451,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660461,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660471,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660481,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660501,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660511,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660551,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660571,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660581,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660611,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660651,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660671,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660711,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660721,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660731,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660791,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660801,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660811,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660821,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660841,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660851,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660871,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660891,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660901,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660911,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660931,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660941,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
660961,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660971,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
660981,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661001,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661011,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661021,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661031,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661071,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661091,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661101,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661131,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661171,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661191,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661201,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661271,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661291,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661301,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661331,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661351,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661371,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661381,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661391,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661411,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661421,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661441,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661471,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661481,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661501,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661521,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661531,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661541,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661551,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661561,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661581,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661591,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661611,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661621,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661631,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661661,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661671,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661701,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661721,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661731,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661781,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661791,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661811,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661821,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661831,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661841,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661861,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661901,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661911,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661921,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661931,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661941,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
661951,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
661991,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662021,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662031,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662051,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662061,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662071,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662081,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662091,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662141,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662161,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662171,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662181,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662201,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662211,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662251,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662261,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662281,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662301,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662321,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662331,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662361,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662371,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662391,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662421,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662471,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662501,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662541,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662551,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662561,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662571,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662591,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662601,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662621,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662631,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662661,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662681,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662701,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662711,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662731,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662761,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662771,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662811,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662831,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662841,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662861,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662891,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662901,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662921,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662931,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662951,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
662961,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662981,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
662991,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663061,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663081,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663091,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663101,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663111,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663141,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663151,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663171,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663181,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663191,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663201,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663211,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663221,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663231,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663251,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663261,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663281,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663381,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663391,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663401,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663431,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663451,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663471,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663481,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663551,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663561,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663581,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663591,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663631,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663641,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663651,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663691,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663761,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663781,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663791,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663801,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663821,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663851,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663911,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663931,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
663941,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
663991,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664001,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664011,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664041,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664071,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664111,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664131,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664141,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664201,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664211,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664221,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664231,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664271,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664281,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664291,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664301,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664331,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664341,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664361,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664381,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664401,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664411,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664421,0,0,0,0,1,0,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664451,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664481,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664501,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664511,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664521,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664531,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664541,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664561,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664571,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664611,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664641,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664661,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664671,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664681,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664711,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664731,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664741,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664761,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664771,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664791,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664871,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664881,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664891,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
664921,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664951,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
664981,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665041,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665071,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665101,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665121,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665171,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665191,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665201,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665221,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665231,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665241,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665251,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665261,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665271,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665281,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665321,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665331,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665351,0,0,0,0,1,0,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665371,0,0,0,0,1,1,0,0,1,0010,refresco_2017,2.0,1,,,,0.0,,,,,,,,,,,
665381,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
665391,0,0,0,0,1,1,0,0,1,0010,refresco_2017,1.0,1,,,,0.0,,,,,,,,,,,
